ID,Name,Type,Wiki,Chapter,Episode,Year,Note,Number,Appears in
Speed,Speed,Canon,https://onepiece.fandom.com/wiki/Speed,917.0,0904,2018,She was first mentioned by Kiku in Chapter 914.,,
Speed_Jiru,Speed Jiru,Canon,https://onepiece.fandom.com/wiki/Speed_Jiru,553.0,0461,2009,His name was revealed in SBS Volume 58.,,
Spencer,Spencer,Canon,https://onepiece.fandom.com/wiki/Spencer,966.0,0959,2020,His name was revealed in SBS Volume 96.,,
Sphinx,Sphinx,Canon,https://onepiece.fandom.com/wiki/Sphinx,529.0,0430,2009,,,
Splash_and_Splatter,Splash and Splatter,Canon,https://onepiece.fandom.com/wiki/Splash_and_Splatter,610.0,0529,2011,,,
Spoil,Spoil,Canon,https://onepiece.fandom.com/wiki/Spoil,448.0,0343,2007,His name was revealed by a Thriller Bark Victim's Association member in Chapter 483.,,
Squard,Squard,Canon,https://onepiece.fandom.com/wiki/Squard,551.0,0460,2009,,,
Stainless,Stainless,Canon,https://onepiece.fandom.com/wiki/Stainless,96.0,0045,1999,His name was revealed in the Blue Deep databook.,,
Stalker,Stalker,Canon,https://onepiece.fandom.com/wiki/Stalker,524.0,0421,2008,,,
Stansen,Stansen,Canon,https://onepiece.fandom.com/wiki/Stansen,500.0,0394,2008,His name was revealed in the Blue Deep databook,,
Stansen_(Non-Canon),Stansen (Non-Canon),Filler,https://onepiece.fandom.com/wiki/Stansen_(Non-Canon),,,2007,,326,Ice Hunter Arc
Stealth_Black,Stealth Black,Canon,https://onepiece.fandom.com/wiki/Stealth_Black,931.0,0925,2019,,,
Stefan,Stefan,Canon,https://onepiece.fandom.com/wiki/Stefan,,,2009,Joke character. He was first mentioned in SBS Volume 58.,,
Stella_(Non-Canon),Stella,Movie,https://onepiece.fandom.com/wiki/Stella_(Non-Canon),,,2016,,13,One Piece Film: Gold
Sterry,Sterry,Canon,https://onepiece.fandom.com/wiki/Sterry,586.0,0500,2010,,,
Stevie,Stevie,Canon,https://onepiece.fandom.com/wiki/Stevie,361.0,0251,2005,His name was revealed in the Blue Deep databook.,,
Stomp,Stomp,Canon,https://onepiece.fandom.com/wiki/Stomp,180.0,0111,2001,His name was revealed in the Blue databook.,,
Stonely,Stonely,Game,https://onepiece.fandom.com/wiki/Stonely,,,2023,,,One Piece Odyssey
Straight,Straight,Movie,https://onepiece.fandom.com/wiki/Straight,,,2016,,13,One Piece Film: Gold
Strawberry,Strawberry,Canon,https://onepiece.fandom.com/wiki/Strawberry,420.0,0302,2006,His name was revealed in the Yellow databook.,,
Streusen,Streusen,Canon,https://onepiece.fandom.com/wiki/Streusen,858.0,0827,2017,,,
Stroganoff,Stroganoff,Canon,https://onepiece.fandom.com/wiki/Stroganoff,908.0,0886,2018,His name was revealed in Vivre Card.,,
Stronger,Stronger,Canon,https://onepiece.fandom.com/wiki/Stronger,223.0,0146,2002,,,
Stussy,Stussy,Canon,https://onepiece.fandom.com/wiki/Stussy,860.0,0828,2017,,,
Su,Su,Canon,https://onepiece.fandom.com/wiki/Su,239.0,0154,2002,,,
Su_(Newkama),Su (Newkama),Live Performance,https://onepiece.fandom.com/wiki/Su_(Newkama),,,2015,,,Super Kabuki II: One Piece
Sugamichi_and_Warazane,Sugamichi and Warazane,Canon,https://onepiece.fandom.com/wiki/Sugamichi_and_Warazane,931.0,0925,2019,Its name was revealed in Vivre Card.,,
Sugar,Sugar,Canon,https://onepiece.fandom.com/wiki/Sugar,682.0,0608,2012,She was first mentioned by Giolla in Chapter 718. She was identified in Chapter 731.,,
Suita,Suita,TV special,https://onepiece.fandom.com/wiki/Suita,,,2003,,3,Protect! The Last Great Performance
Sukare_Karehosui,Sukare Karehosui,Canon,https://onepiece.fandom.com/wiki/Sukare_Karehosui,963.0,,2019,Her name was revealed in the Vivre Card databook.,,
Sukare_Tainen,Sukare Tainen,Canon,https://onepiece.fandom.com/wiki/Sukare_Tainen,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Suke,Suke,Canon,https://onepiece.fandom.com/wiki/Suke,927.0,0919,2018,,,
Sukoshiba_Kanishitoru,Sukoshiba Kanishitoru,Canon,https://onepiece.fandom.com/wiki/Sukoshiba_Kanishitoru,536.0,0437,2009,His name was revealed in Vivre Card.,,
Sukune,Sukune,Canon,https://onepiece.fandom.com/wiki/Sukune,1151.0,,2025,Cover story character.,,
Suleiman,Suleiman,Canon,https://onepiece.fandom.com/wiki/Suleiman,704.0,0632,2013,,,
Sunbell,Sunbell,Canon,https://onepiece.fandom.com/wiki/Sunbell,0.0,0000,2009,His name was revealed in SBS Volume 96.,,
Super_Spot-Billed_Duck_Troops,Super Spot-Billed Duck Troops,Canon,https://onepiece.fandom.com/wiki/Super_Spot-Billed_Duck_Troops,180.0,0111,2001,His name was revealed in the Blue databook.,,
Super_White_Bear,Super White Bear,Spin-Off,https://onepiece.fandom.com/wiki/Super_White_Bear,,,2019,,21,One Piece Party
Surume,Surume,Canon,https://onepiece.fandom.com/wiki/Surume,604.0,0524,2010,He was named by Luffy in Chapter 606.,,
Susaburo,Susaburo,Game,https://onepiece.fandom.com/wiki/Susaburo,,,2023,,,One Piece Odyssey
Sutton,Sutton,Filler,https://onepiece.fandom.com/wiki/Sutton,,,2007,,326,Ice Hunter Arc
Suzuki_Ichiro,Suzuki Ichiro,Spin-Off,https://onepiece.fandom.com/wiki/Suzuki_Ichiro,,,2019,,11,Chin Piece
Suzume,Suzume,Canon,https://onepiece.fandom.com/wiki/Suzume,401.0,0286,2006,Its name was revealed in the Vivre Card databook.,,
Sweet_Pea,Sweet Pea,Canon,https://onepiece.fandom.com/wiki/Sweet_Pea,514.0,0408,2008,,,
T_Bone,T Bone,Canon,https://onepiece.fandom.com/wiki/T_Bone,365.0,0257,2005,He was first mentioned by Corgi in Chapter 362.,,
Tabi,Tabi,Movie,https://onepiece.fandom.com/wiki/Tabi,,,2019,,14,One Piece: Stampede
Tabuhachiro,Tabuhachiro,Canon,https://onepiece.fandom.com/wiki/Tabuhachiro,920.0,0911,2018,His name was revealed in the Vivre Card databook.,,
Tacobo,Tacobo,Filler,https://onepiece.fandom.com/wiki/Tacobo,,,2000,,020,Baratie Arc
Tacos,Tacos,Canon,https://onepiece.fandom.com/wiki/Tacos,905.0,0882,2018,,,
Tagosaku,Tagosaku,Live Performance,https://onepiece.fandom.com/wiki/Tagosaku,,,2013,,,One Piece Pirate Sweeping Operation
Tajiko,Tajiko,Live Performance,https://onepiece.fandom.com/wiki/Tajiko,,,2012,,,WANTED
Tajio,Tajio,Filler,https://onepiece.fandom.com/wiki/Tajio,,,2002,,133,Post-Arabasta Arc
Taka,Taka,Canon,https://onepiece.fandom.com/wiki/Taka,969.0,0971,2020,Her name was revealed in the Vivre Card databook.,,
Takao,Takao,Canon,https://onepiece.fandom.com/wiki/Takao,927.0,0921,2018,Her name was revealed in Vivre Card.,,
Take,Take,Canon,https://onepiece.fandom.com/wiki/Take,75.0,0034,1999,,,
Taketo_Nazawa,Taketo Nazawa,Novel,https://onepiece.fandom.com/wiki/Taketo_Nazawa,,,2024,,1,One Piece novel ZORO
Tam,Tam,Game,https://onepiece.fandom.com/wiki/Tam,,,2023,,,One Piece Odyssey
Tama_(Non-Canon),Tama,Game,https://onepiece.fandom.com/wiki/Tama_(Non-Canon),,,2019,,,One Piece: World Seeker
Tama_(Sphinx),Tama,Canon,https://onepiece.fandom.com/wiki/Tama_(Sphinx),909.0,0890,2018,,,
Tamachibi,Tamachibi,Canon,https://onepiece.fandom.com/wiki/Tamachibi,134.0,0081,2000,,,
Tamago,Tamago,Canon,https://onepiece.fandom.com/wiki/Tamago,651.0,0570,2012,,,
Tamagon,Tamagon,Canon,https://onepiece.fandom.com/wiki/Tamagon,325.0,0231,2004,His name was revealed in SBS Volume 45.,,
Tamaka,Tamaka,Game,https://onepiece.fandom.com/wiki/Tamaka,,,2023,,,One Piece Odyssey
Tamanegi,Tamanegi,Canon,https://onepiece.fandom.com/wiki/Tamanegi,23.0,0009,1998,,,
Tambu,Tambu,Filler,https://onepiece.fandom.com/wiki/Tambu,,,2016,,747,Silver Mine Arc
Tamikebao,Tamikebao,Canon,https://onepiece.fandom.com/wiki/Tamikebao,951.0,0952,2019,His name was revealed in the Vivre Card databook,,
Tanaka,Tanaka,Filler,https://onepiece.fandom.com/wiki/Tanaka,,,2016,,747,Silver Mine Arc
Tank_Lepanto,Tank Lepanto,Canon,https://onepiece.fandom.com/wiki/Tank_Lepanto,706.0,0636,2013,,,
Tansui,Tansui,Canon,https://onepiece.fandom.com/wiki/Tansui,197.0,0386,2001,His name was revealed in the Blue databook. He was formally introduced in Chapter 492.,,
Tarako,Tarako,Game,https://onepiece.fandom.com/wiki/Tarako,,,2019,,,One Piece: World Seeker
Tarara,Tarara,Canon,https://onepiece.fandom.com/wiki/Tarara,713.0,,2013,His name was revealed in One Piece Magazine Vol.2.,,
Tararan,Tararan,Canon,https://onepiece.fandom.com/wiki/Tararan,452.0,0346,2007,His name was revealed by a Spider Mice in Chapter 455.,,
Taro,Taro,Canon,https://onepiece.fandom.com/wiki/Taro,0.0,0000,2009,His name was revealed in SBS Volume 96.,,
Taro_(Non-Canon),Taro,Spin-Off,https://onepiece.fandom.com/wiki/Taro_(Non-Canon),,,2018,,02,Chin Piece
Taroimo,Taroimo,Canon,https://onepiece.fandom.com/wiki/Taroimo,523.0,0418,2008,,,
Tashigi,Tashigi,Canon,https://onepiece.fandom.com/wiki/Tashigi,96.0,0048,1999,Her name was revealed by Smoker in Chapter 97. She is formally introduced in Chapter 98.,,
Tate,Tate,Canon,https://onepiece.fandom.com/wiki/Tate,234.0,0151,2002,Her name was revealed in Vivre Card.,,
Tatsu,Tatsu,Filler,https://onepiece.fandom.com/wiki/Tatsu,,,2005,,220,Ocean's Dream Arc
Taylor,Taylor,Stage Show,https://onepiece.fandom.com/wiki/Taylor,,,2019,,,Piece Trail: The Adventurers and the Amazing Spring
Tea_IV,Tea IV,Canon,https://onepiece.fandom.com/wiki/Tea_IV,823.0,0777,2016,His name was revealed in the captions of Episode 889.,,
Tegata_Ringana,Tegata Ringana,Canon,https://onepiece.fandom.com/wiki/Tegata_Ringana,785.0,0727,2015,His name was revealed in SBS Volume 81.,,
Tei,Tei,Game,https://onepiece.fandom.com/wiki/Tei,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Tempo,Tempo,Movie,https://onepiece.fandom.com/wiki/Tempo,,,2016,,13,One Piece Film: Gold
Tenjo-Sagari,Tenjo-Sagari,Canon,https://onepiece.fandom.com/wiki/Tenjo-Sagari,980.0,0986,2020,Her name was reveled in Chapter 1020.,,
Tensei,Tensei,Canon,https://onepiece.fandom.com/wiki/Tensei,1054.0,1081,2022,"Also known by his alias, Kurouma.",,
Tequila,Tequila,Live Performance,https://onepiece.fandom.com/wiki/Tequila,,,2012,,,WANTED
Tera,Tera,Canon,https://onepiece.fandom.com/wiki/Tera,,,2023,She was first mentioned in SBS Volume 105.,,
Terracotta,Terracotta,Canon,https://onepiece.fandom.com/wiki/Terracotta,213.0,0128,2002,,,
Terrance,Terrance,Game,https://onepiece.fandom.com/wiki/Terrance,,,2023,,,One Piece Odyssey
Terry,Terry,Canon,https://onepiece.fandom.com/wiki/Terry,223.0,0146,2002,His name was revealed in the Blue databook.,,
Terry_Gilteo,Terry Gilteo,Canon,https://onepiece.fandom.com/wiki/Terry_Gilteo,440.0,0324,2006,His name was revealed in the Blue Deep databook.,,
Teru,Teru,Canon,https://onepiece.fandom.com/wiki/Teru,,,1999,Mentioned only character. He was first mentioned in SBS Volume 11.,,
Tesoro_Girls,Tesoro Girls,Movie,https://onepiece.fandom.com/wiki/Tesoro_Girls,,,2016,,13,One Piece Film: Gold
Thalassa_Lucas,Thalassa Lucas,Canon,https://onepiece.fandom.com/wiki/Thalassa_Lucas,142.0,0091,2000,His name was revealed in the Blue databook.,,
Thatch,Thatch,Canon,https://onepiece.fandom.com/wiki/Thatch,440.0,0325,2006,,,
Theo,Theo,Game,https://onepiece.fandom.com/wiki/Theo,,,2019,,,One Piece: World Seeker
Thormann,Thormann,Canon,https://onepiece.fandom.com/wiki/Thormann,1117.0,,2025,His name was revealed in Chapter 1151.,,
Tibany,Tibany,Canon,https://onepiece.fandom.com/wiki/Tibany,523.0,0419,2008,His name was revealed in the Blue Deep databook.,,
Tigerman,Tigerman,Premier Show,https://onepiece.fandom.com/wiki/Tigerman,,,2021,,,One Piece Premier Show 2021
Tilestone,Tilestone,Canon,https://onepiece.fandom.com/wiki/Tilestone,323.0,0230,2004,His name was revealed in Chapter 336.,,
Title_Card_Pirates#Crew_Members,Title Card Pirates - Crew Members,Game,https://onepiece.fandom.com/wiki/Title_Card_Pirates#Crew_Members,,,2001,,,Legend of the Rainbow Island
Tobio,Tobio,Movie,https://onepiece.fandom.com/wiki/Tobio,,,2000,,1,One Piece: The Movie
Tobo,Tobo,Game,https://onepiece.fandom.com/wiki/Tobo,,,2023,,,One Piece Odyssey
Toby,Toby,Game,https://onepiece.fandom.com/wiki/Toby,,,2023,,,One Piece Odyssey
Togare,Togare,Canon,https://onepiece.fandom.com/wiki/Togare,628.0,0548,2011,His name was called out by Hody Jones in Episode 548.,,
Tohenbok,Tohenbok,Filler,https://onepiece.fandom.com/wiki/Tohenbok,,,2000,,020,Baratie Arc
Tokijiro,Tokijiro,Canon,https://onepiece.fandom.com/wiki/Tokijiro,929.0,0922,2019,,,
Tokikake,Tokikake,Canon,https://onepiece.fandom.com/wiki/Tokikake,907.0,0887,2018,,,
Tokkuri,Tokkuri,Game,https://onepiece.fandom.com/wiki/Tokkuri,,,2002,,,Grand Line Dream Adventure Log
Toko,Toko,Canon,https://onepiece.fandom.com/wiki/Toko,927.0,0920,2018,,,
Tom,Tom,Canon,https://onepiece.fandom.com/wiki/Tom,352.0,0248,2005,,,
Tom_(Non-Canon),Tom,Filler,https://onepiece.fandom.com/wiki/Tom_(Non-Canon),,,2004,,196,G-8 Arc
Toma,Toma,Movie,https://onepiece.fandom.com/wiki/Toma,,,2004,,5,The Cursed Holy Sword
Tomac,Tomac,Game,https://onepiece.fandom.com/wiki/Tomac,,,2023,,,One Piece Odyssey
Tomatito,Tomatito,Canon,https://onepiece.fandom.com/wiki/Tomatito,956.0,,2019,His name was revealed in the Vivre Card databook.,,
Tomato_Gang,Tomato Gang,Canon,https://onepiece.fandom.com/wiki/Tomato_Gang,179.0,,2001,Joke character. His name was revealed in SBS Volume 27.,,
Tomcat_Pirates#Crew_Members,Tomcat Pirates - Crew Members,Game,https://onepiece.fandom.com/wiki/Tomcat_Pirates#Crew_Members,,,2001,,,Legend of the Rainbow Island
Tomozo,Tomozo,Canon,https://onepiece.fandom.com/wiki/Tomozo,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Tongari_Den_Den_Mushi,Tongari Den Den Mushi,Live Performance,https://onepiece.fandom.com/wiki/Tongari_Den_Den_Mushi,,,2015,,,Tokyo One Piece Tower
Tonjil,Tonjil,Canon,https://onepiece.fandom.com/wiki/Tonjil,650.0,,2011,His name was revealed in the Vivre Card databook.,,
Tonjit,Tonjit,Canon,https://onepiece.fandom.com/wiki/Tonjit,304.0,0207,2004,,,
Tonsfer,Tonsfer,Canon,https://onepiece.fandom.com/wiki/Tonsfer,650.0,,2011,Her name was revealed in the Vivre Card databook.,,
Tony_Tony_Chopper,Tony Tony Chopper,Canon,https://onepiece.fandom.com/wiki/Tony_Tony_Chopper,134.0,0081,2000,,,
Topknot,Topknot,Canon,https://onepiece.fandom.com/wiki/Topknot,101.0,0055,1999,Its name was revealed in Episode 567's credits.,,
Topman_Warcury,Topman Warcury,Canon,https://onepiece.fandom.com/wiki/Topman_Warcury,233.0,0151,2002,His name was revealed in Chapter 1086.,,
Torasaburo,Torasaburo,Canon,https://onepiece.fandom.com/wiki/Torasaburo,815.0,0766,2016,,,
Toratsugu,Toratsugu,Event,https://onepiece.fandom.com/wiki/Toratsugu,,,2017,,1,One Piece Art NUE
Tori,Tori,Canon,https://onepiece.fandom.com/wiki/Tori,925.0,0917,2018,Her name was revealed in Vivre Card.,,
Torta,Torta,Game,https://onepiece.fandom.com/wiki/Torta,,,2001,,,Legend of the Rainbow Island
Torva,Torva,Game,https://onepiece.fandom.com/wiki/Torva,,,2023,,,One Piece Odyssey
Tosa,Tosa,Canon,https://onepiece.fandom.com/wiki/Tosa,1089.0,1123,2023,His name was revealed in Chapter 1108.,,
Tot_Musica,Tot Musica,Movie,https://onepiece.fandom.com/wiki/Tot_Musica,,,2022,,15,One Piece Film: Red
Toto,Toto,Canon,https://onepiece.fandom.com/wiki/Toto,163.0,0100,2001,,,
Totts,Totts,Canon,https://onepiece.fandom.com/wiki/Totts,498.0,0392,2008,"His name was revealed in Chapter 1101, and he was properly identified in SBS Volume 109.",,
Toyama_Tsujigiro,Toyama Tsujigiro,Canon,https://onepiece.fandom.com/wiki/Toyama_Tsujigiro,909.0,0892,2018,His name was revealed in Vivre Card.,,
Trade,Trade,Game,https://onepiece.fandom.com/wiki/Trade,,,2023,,,One Piece Odyssey
Trafalgar_D._Water_Law,Trafalgar D. Water Law,Canon,https://onepiece.fandom.com/wiki/Trafalgar_D._Water_Law,498.0,0392,2008,His true name was revealed in Chapter 763.,,
Trafalgar_Lami,Trafalgar Lami,Canon,https://onepiece.fandom.com/wiki/Trafalgar_Lami,762.0,0701,2014,Her full name was revealed on the website for the World Top 100 popularity poll.,,
Trap,Trap,Featurette,https://onepiece.fandom.com/wiki/Trap,,,2011,,,ONE PIECE 3D! Trap Coaster
Trebol,Trebol,Canon,https://onepiece.fandom.com/wiki/Trebol,700.0,0629,2013,,,
Trip,Trip,Spin-Off,https://onepiece.fandom.com/wiki/Trip,,,2019,,25,One Piece Party
Tristan,Tristan,Canon,https://onepiece.fandom.com/wiki/Tristan,795.0,0739,2015,,,
Tritobu,Tritobu,Canon,https://onepiece.fandom.com/wiki/Tritobu,906.0,0884,2018,His name was revealed in Vivre Card.,,
Tritoma,Tritoma,Canon,https://onepiece.fandom.com/wiki/Tritoma,,,2024,"She was first alluded to in Chapter 517, and was named in SBS Volume 109.",,
Troff,Troff,Filler,https://onepiece.fandom.com/wiki/Troff,,,2007,,326,Ice Hunter Arc
Tsubaki_(Novel),Tsubaki,Novel,https://onepiece.fandom.com/wiki/Tsubaki_(Novel),,,2024,,1,One Piece novel ZORO
Tsubaki,Tsubaki,Omake,https://onepiece.fandom.com/wiki/Tsubaki,,,2005,,3,Report Time
Tsugaru_Umi,Tsugaru Umi,Canon,https://onepiece.fandom.com/wiki/Tsugaru_Umi,909.0,0892,2018,Her name was revealed in Vivre Card.,,
Tsukimi,Tsukimi,Canon,https://onepiece.fandom.com/wiki/Tsukimi,448.0,,2007,Cover story character.,,
Tsumegeri_Guards,Tsumegeri Guards,Canon,https://onepiece.fandom.com/wiki/Tsumegeri_Guards,196.0,0120,2001,His name was revealed in the Blue databook.,,
Tsumonsieur_Kamaya,Tsumonsieur Kamaya,Canon,https://onepiece.fandom.com/wiki/Tsumonsieur_Kamaya,392.0,0275,2005,His name was revealed in the Vivre Card databook.,,
Tsunagoro,Tsunagoro,Canon,https://onepiece.fandom.com/wiki/Tsunagoro,947.0,0946,2019,He first appeared as a silhouette in Chapter 940. His name was revealed in Chapter 952.,,
Tsunokkov,Tsunokkov,Canon,https://onepiece.fandom.com/wiki/Tsunokkov,537.0,0438,2009,His name was revealed in Vivre Card.,,
Tsuru,Tsuru,Canon,https://onepiece.fandom.com/wiki/Tsuru,234.0,0151,2002,,,
Tsurube,Tsurube,Canon,https://onepiece.fandom.com/wiki/Tsurube,971.0,0972,2020,His name was revealed in the Vivre Card databook.,,
Tsurue_Monnosuke,Tsurue Monnosuke,Canon,https://onepiece.fandom.com/wiki/Tsurue_Monnosuke,933.0,0928,2019,His name was revealed in Vivre Card.,,
Tsurujo,Tsurujo,Canon,https://onepiece.fandom.com/wiki/Tsurujo,912.0,0897,2018,Her name was revealed in Chapter 913. Her full name was revealed in Chapter 960.,,
Turco,Turco,Canon,https://onepiece.fandom.com/wiki/Turco,598.0,0517,2010,His name was revealed in the Blue Deep databook.,,
Two_Base,Two Base,Live Performance,https://onepiece.fandom.com/wiki/Two_Base,,,2012,,,WANTED
Tyrannosaurus,Tyrannosaurus,Canon,https://onepiece.fandom.com/wiki/Tyrannosaurus,323.0,0230,2004,,,
UK,UK,Canon,https://onepiece.fandom.com/wiki/UK,1029.0,1054,2021,His name was revealed in SBS Volume 102.,,
Ubau,Ubau,Canon,https://onepiece.fandom.com/wiki/Ubau,292.0,0189,2003,His name was revealed in Vivre Card.,,
Ucy,Ucy,Canon,https://onepiece.fandom.com/wiki/Ucy,706.0,0639,2013,He was named by Luffy in Chapter 714.,,
Uhho,Uhho,Canon,https://onepiece.fandom.com/wiki/Uhho,743.0,0677,2014,Its name was revealed in SBS Volume 81.,,
Uholisia,Uholisia,Canon,https://onepiece.fandom.com/wiki/Uholisia,877.0,1123,2014,"She was first mentioned by Chinjao in Chapter 771. Her appearance was revealed in SBS Volume 77, and was retrospectively added to the anime adaptation of the chapter she was mentioned in.",,
Ukkari,Ukkari,Canon,https://onepiece.fandom.com/wiki/Ukkari,4.0,0002,1997,His name was revealed in the Blue databook.,,
Ukon,Ukon,Canon,https://onepiece.fandom.com/wiki/Ukon,926.0,0918,2018,His name was revealed in Vivre Card.,,
Ulti,Ulti,Canon,https://onepiece.fandom.com/wiki/Ulti,977.0,0982,2020,Her name and appearance were revealed in Chapter 978.,,
Ultraking,Ultraking,Canon,https://onepiece.fandom.com/wiki/Ultraking,169.0,0106,2001,His name was revealed in the Blue databook.,,
Umeno_Nazawa,Umeno Nazawa,Novel,https://onepiece.fandom.com/wiki/Umeno_Nazawa,,,2024,,1,One Piece novel ZORO
Umit,Umit,Canon,https://onepiece.fandom.com/wiki/Umit,860.0,0828,2017,,,
Underbite,Underbite,Canon,https://onepiece.fandom.com/wiki/Underbite,625.0,0545,2011,Its name was revealed in Episode 567's credits.,,
Unforgivable_Mask,Unforgivable Mask,Canon,https://onepiece.fandom.com/wiki/Unforgivable_Mask,,,2007,Joke character. His name was revealed in SBS Volume 48.,,
Uni,Uni,Canon,https://onepiece.fandom.com/wiki/Uni,810.0,0757,2016,His name was revealed in SBS Volume 83.,,
Unigaro,Unigaro,Canon,https://onepiece.fandom.com/wiki/Unigaro,447.0,0341,2007,His name was revealed in the Blue Deep databook.,,
Urashima,Urashima,Canon,https://onepiece.fandom.com/wiki/Urashima,913.0,0899,2018,,,
Uraya_Mashikatta,Uraya Mashikatta,Canon,https://onepiece.fandom.com/wiki/Uraya_Mashikatta,956.0,0957,2019,His name was revealed in the Vivre Card databook.,,
Urbain,Urbain,Canon,https://onepiece.fandom.com/wiki/Urbain,964.0,0964,2019,His name was revealed in the Vivre Card databook.,,
Urban,Urban,Canon,https://onepiece.fandom.com/wiki/Urban,1089.0,1123,2023,His name was revealed in Chapter 1108.,,
Urouge,Urouge,Canon,https://onepiece.fandom.com/wiki/Urouge,498.0,0392,2008,,,
Usagihebi,Usagihebi,Canon,https://onepiece.fandom.com/wiki/Usagihebi,22.0,0018,1998,His name was revealed in the Blue databook.,,
Usakkov,Usakkov,Canon,https://onepiece.fandom.com/wiki/Usakkov,537.0,0438,2009,His name was revealed in Vivre Card.,,
Usanksai,Usanksai,Filler,https://onepiece.fandom.com/wiki/Usanksai,,,2000,,020,Baratie Arc
Ushiano,Ushiano,Canon,https://onepiece.fandom.com/wiki/Ushiano,905.0,0883,2018,His name was revealed in Chapter 1082.,,
Usodabird,Usodabird,Spin-Off,https://onepiece.fandom.com/wiki/Usodabird,,,2012,,10.5,Chopperman
